TYPE_OF_STOP,CITATION_CONTROL_NUMBER,ACTIVITY_RESULTS,OFFICER_GENDER,OFFICER_RACE,OFFICER_AGE_RANGE,ACTIVITY_DATE,ACTIVITY_TIME,ACTIVITY_LOCATION,ACTIVITY_DIVISION,ACTIVITY_BEAT,DRIVER_GENDER,DRIVER_RACE,DRIVER_AGE_RANGE,NUMBER_OF_PASSENGERS,WAS_VEHCILE_SEARCHED,REASON_FOR_SEARCH,OBJECTID
TRAFFIC VIOLATION,EG73417     ,CITATION ISSUED,M,WHITE,OVER 60,02/09/2023,14:23:00,3000 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,F,WHITE,51 - 60,0,NO,,4033
TRAFFIC VIOLATION,EG73419     ,CITATION ISSUED,M,WHITE,41 - 50,02/12/2023,00:17:00,2000 BLOCK  BROWNSBORO RD,5TH DIVISION,BEAT 1,M,AMERICAN INDIAN,20 - 25,0,NO,,4034
TRAFFIC VIOLATION,EG73420     ,CITATION ISSUED,M,WHITE,41 - 50,02/19/2023,08:47:00,TAYLORSVILLE RD                                             ,5TH DIVISION,BEAT 4,F,BLACK,51 - 60,0,NO,,4035
TRAFFIC VIOLATION,EG73449     ,CITATION ISSUED,M,WHITE,41 - 50,02/19/2023,09:03:00,TAYLORSVILLE RD                                             ,5TH DIVISION,BEAT 4,M,WHITE,31 - 40,2,NO,,4036
TRAFFIC VIOLATION,EG73451     ,CITATION ISSUED,M,WHITE,OVER 60,02/09/2023,14:40:00,3100 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,M,WHITE,31 - 40,1,NO,,4037
TRAFFIC VIOLATION,EG73463     ,CITATION ISSUED,M,WHITE,31 - 40,02/11/2023,15:12:00,DIXIE HWY / FLOWERVALE                                      ,3RD DIVISION,BEAT 6,F,BLACK,26 - 30,0,NO,,4038
TRAFFIC VIOLATION,EG73489     ,CITATION ISSUED,M,BLACK,31 - 40,02/10/2023,08:34:00,VIRGINIA AVE @ WEST END SCHOOL                              ,2ND DIVISION,BEAT 2,F,BLACK,31 - 40,0,NO,,4039
TRAFFIC VIOLATION,EG73490     ,CITATION ISSUED,M,WHITE,OVER 60,02/09/2023,14:58:00,2800 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,M,BLACK,31 - 40,0,NO,,4040
TRAFFIC VIOLATION,EG73492     ,CITATION ISSUED,M,BLACK,21 - 30,02/28/2023,16:06:00,1500 BLOCK  S SHELBY ST,4TH DIVISION,BEAT 2,M,BLACK,31 - 40,0,YES,1.0,4041
TRAFFIC VIOLATION,EG73522     ,CITATION ISSUED,M,BLACK,31 - 40,02/10/2023,08:49:00,36TH ST / DUMESNIL ST @ WEST END SCHOOL                     ,2ND DIVISION,BEAT 2,F,BLACK,31 - 40,0,NO,,4042
TRAFFIC VIOLATION,EG73676     ,CITATION ISSUED,M,WHITE,OVER 60,02/09/2023,15:22:00,2800 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,M,WHITE,OVER 60,0,NO,,4043
TRAFFIC VIOLATION,EG74007     ,CITATION ISSUED,M,WHITE,OVER 60,02/09/2023,15:39:00,2900 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,M,WHITE,OVER 60,1,NO,,4044
TRAFFIC VIOLATION,EG74048     ,CITATION ISSUED,M,WHITE,51 - 60,02/22/2023,15:52:00,1800 BLOCK  NEWBURG RD,5TH DIVISION,BEAT 3,F,WHITE,26 - 30,1,NO,,4045
TRAFFIC VIOLATION,EG74076     ,CITATION ISSUED,M,WHITE,OVER 60,02/20/2023,13:39:00,I 0264                                                      ,5TH DIVISION,BEAT 4,M,BLACK,31 - 40,1,NO,,4046
TRAFFIC VIOLATION,EG74082     ,CITATION ISSUED,M,WHITE,41 - 50,02/18/2023,13:55:00,I 0264E / TAYLOR                                            ,4TH DIVISION,BEAT 3,M,BLACK,16 - 19,1,NO,,4047
TRAFFIC VIOLATION,EG74083     ,CITATION ISSUED,M,WHITE,41 - 50,02/18/2023,15:09:00,GENE SNYDER FWY / 4MM                                       ,3RD DIVISION,BEAT 3,M,BLACK,51 - 60,0,NO,,4048
TRAFFIC VIOLATION,EG74084     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,08:35:00,I 0065N / OUTERLOOP                                         ,7TH DIVISION,BEAT 6,F,BLACK,31 - 40,1,NO,,4049
TRAFFIC VIOLATION,EG74085     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,19:55:00,GENE SNYDER FWY S @ 2MM                                     ,3RD DIVISION,BEAT 4,F,WHITE,26 - 30,0,NO,,4050
TRAFFIC VIOLATION,EG74086     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,20:20:00,GENE SNYDER FWY N @ 4MM                                     ,3RD DIVISION,BEAT 4,F,WHITE,26 - 30,1,NO,,4051
TRAFFIC VIOLATION,EG74087     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,20:26:00,GENE SNYDER FWY N @ NEW CUT                                 ,3RD DIVISION,BEAT 4,F,WHITE,26 - 30,0,NO,,4052
TRAFFIC VIOLATION,EG74088     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,21:32:00,GENE SNYDER FWY S @ STONESTREET                             ,3RD DIVISION,BEAT 4,F,BLACK,31 - 40,1,NO,,4053
TRAFFIC VIOLATION,EG74089     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,22:02:00,14000 BLOCK  DIXIE HWY,3RD DIVISION,BEAT 6,M,WHITE,20 - 25,0,NO,,4054
TRAFFIC VIOLATION,EG74090     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,22:14:00,GENE SNYDER FWY N @ STONESTREET                             ,3RD DIVISION,BEAT 4,F,WHITE,20 - 25,0,NO,,4055
TRAFFIC VIOLATION,EG74091     ,CITATION ISSUED,M,WHITE,41 - 50,02/23/2023,22:23:00,GENE SNYDER FWY N @ NEW CUT                                 ,3RD DIVISION,BEAT 4,M,WHITE,41 - 50,0,NO,,4056
TRAFFIC VIOLATION,EG74092     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,12:14:00,I 0264W / SOUTHERN PKWY                                     ,4TH DIVISION,BEAT 3,M,WHITE,OVER 60,0,NO,,4057
TRAFFIC VIOLATION,EG74093     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,12:22:00,I 0264W / DIXIE                                             ,2ND DIVISION,BEAT 6,M,BLACK,41 - 50,2,NO,,4058
TRAFFIC VIOLATION,EG74094     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,12:48:00,I 0264E / CANE RUN                                          ,2ND DIVISION,BEAT 6,M,HISPANIC,16 - 19,1,NO,,4059
TRAFFIC VIOLATION,EG74095     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,13:02:00,I 0264E / DIXIE                                             ,2ND DIVISION,BEAT 6,F,WHITE,OVER 60,0,NO,,4060
TRAFFIC VIOLATION,EG74096     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,14:11:00,NATIONAL TPKE / FAIRDALE                                    ,3RD DIVISION,BEAT 3,M,HISPANIC,31 - 40,0,NO,,4061
TRAFFIC VIOLATION,EG74097     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,14:22:00,I 0065N / OUTERLOOP                                         ,7TH DIVISION,BEAT 6,M,WHITE,16 - 19,0,NO,,4062
TRAFFIC VIOLATION,EG74098     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,14:31:00,I 0065N / GRADE LN                                          ,6TH DIVISION,BEAT 2,M,BLACK,26 - 30,1,NO,,4063
TRAFFIC VIOLATION,EG74099     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,14:38:00,I 0065N / I264                                              ,6TH DIVISION,BEAT 2,M,WHITE,41 - 50,1,NO,,4064
TRAFFIC VIOLATION,EG74100     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,14:51:00,I 0065S / I264                                              ,6TH DIVISION,BEAT 2,M,WHITE,OVER 60,0,NO,,4065
TRAFFIC VIOLATION,EG74101     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,15:03:00,I 0065S / FERN VALLEY                                       ,6TH DIVISION,BEAT 2,M,BLACK,31 - 40,0,NO,,4066
TRAFFIC VIOLATION,EG74102     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,15:57:00,I 0064W / MM14                                              ,8TH DIVISION,BEAT 5,F,BLACK,31 - 40,1,NO,,4067
TRAFFIC VIOLATION,EG74103     ,CITATION ISSUED,M,WHITE,41 - 50,02/25/2023,16:16:00,TAYLORSVILLE RD / DUTCHMANS                                 ,5TH DIVISION,BEAT 4,M,WHITE,OVER 60,0,NO,,4068
TRAFFIC VIOLATION,EG74104     ,CITATION ISSUED,M,WHITE,41 - 50,02/26/2023,15:01:00,I 0264E / POPLAR LEVEL                                      ,6TH DIVISION,BEAT 1,M,BLACK,31 - 40,1,NO,,4069
TRAFFIC VIOLATION,EG74105     ,CITATION ISSUED,M,WHITE,41 - 50,02/26/2023,15:09:00,I 0264E / BARDSTOWN                                         ,5TH DIVISION,BEAT 4,M,WHITE,26 - 30,0,NO,,4070
TRAFFIC VIOLATION,EG74106     ,CITATION ISSUED,M,WHITE,41 - 50,02/26/2023,15:16:00,I 0264E / BARDSTOWN                                         ,5TH DIVISION,BEAT 4,F,WHITE,16 - 19,0,NO,,4071
TRAFFIC VIOLATION,EG74107     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,08:57:00,I 0264W / CANE RUN                                          ,2ND DIVISION,BEAT 2,F,HISPANIC,26 - 30,0,NO,,4072
TRAFFIC VIOLATION,EG74108     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,09:04:00,I 0264W / DUMENIL                                           ,2ND DIVISION,BEAT 2,F,WHITE,26 - 30,0,NO,,4073
TRAFFIC VIOLATION,EG74109     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,09:12:00,I 0264W / DUMENIL                                           ,2ND DIVISION,BEAT 2,F,BLACK,26 - 30,0,NO,,4074
TRAFFIC VIOLATION,EG74110     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,09:22:00,I 0264E / RIVER PARK                                        ,2ND DIVISION,BEAT 2,M,WHITE,26 - 30,0,NO,,4075
TRAFFIC VIOLATION,EG74111     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,09:34:00,I 0264E / BELLS                                             ,,,F,BLACK,20 - 25,0,NO,,4076
TRAFFIC VIOLATION,EG74112     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,09:45:00,I 0264E / BELLS                                             ,,,M,BLACK,31 - 40,0,NO,,4077
TRAFFIC VIOLATION,EG74113     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,09:55:00,I 0264E / CANE RUN                                          ,2ND DIVISION,BEAT 6,F,BLACK,31 - 40,0,NO,,4078
TRAFFIC VIOLATION,EG74114     ,CITATION ISSUED,M,WHITE,41 - 50,02/28/2023,10:04:00,I 0264E / DIXIE                                             ,2ND DIVISION,BEAT 6,M,BLACK,16 - 19,0,NO,,4079
TRAFFIC VIOLATION,EG74115     ,CITATION ISSUED,M,WHITE,41 - 50,03/02/2023,18:05:00,PRESTWOOD DR / BENNET DR                                    ,6TH DIVISION,BEAT 2,F,BLACK,41 - 50,1,NO,,4080
TRAFFIC VIOLATION,EG74116     ,CITATION ISSUED,M,WHITE,41 - 50,03/02/2023,19:13:00,S HURSTBOURNE PKWY / LINN STATION                           ,,,M,WHITE,51 - 60,0,NO,,4081
TRAFFIC VIOLATION,EG74118     ,CITATION ISSUED,M,WHITE,41 - 50,03/06/2023,09:27:00,I64 E EXIT7 OFF RAMP TO  STORY AVE                          ,1ST DIVISION,BEAT 4,M,WHITE,31 - 40,0,NO,,4082
TRAFFIC VIOLATION,EG74119     ,CITATION ISSUED,M,WHITE,41 - 50,03/06/2023,09:44:00,I 0065S / BEFORE FERN VALLEY                                ,6TH DIVISION,BEAT 2,M,BLACK,20 - 25,0,NO,,4083
TRAFFIC VIOLATION,EG74120     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,18:09:00,I 0065N  / FERN VALLEY                                      ,7TH DIVISION,BEAT 6,M,WHITE,51 - 60,1,NO,,4084
TRAFFIC VIOLATION,EG74121     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,18:18:00,I 0065N  / FERN VALLEY                                      ,7TH DIVISION,BEAT 6,M,WHITE,26 - 30,0,NO,,4085
TRAFFIC VIOLATION,EG74122     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,18:23:00,I 0065N  / MM128.8                                          ,7TH DIVISION,BEAT 6,M,WHITE,41 - 50,1,NO,,4086
TRAFFIC VIOLATION,EG74123     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,18:32:00,I 0065N  / GRADE                                            ,7TH DIVISION,BEAT 6,M,WHITE,41 - 50,0,NO,,4087
TRAFFIC VIOLATION,EG74124     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,18:46:00,I 0264W / CANE RUN                                          ,2ND DIVISION,BEAT 2,M,BLACK,31 - 40,0,NO,,4088
TRAFFIC VIOLATION,EG74125     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,18:54:00,I 0264W / DUMENIL                                           ,2ND DIVISION,BEAT 2,F,BLACK,51 - 60,0,NO,,4089
TRAFFIC VIOLATION,EG74126     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,19:10:00,I 0264E / DIXIE                                             ,2ND DIVISION,BEAT 6,M,BLACK,31 - 40,3,NO,,4090
TRAFFIC VIOLATION,EG74127     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,19:17:00,I 0264E / DIXIE                                             ,2ND DIVISION,BEAT 6,M,BLACK,OVER 60,0,NO,,4091
TRAFFIC VIOLATION,EG74128     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,19:25:00,I 0264E / TAYLOR                                            ,4TH DIVISION,BEAT 3,M,BLACK,OVER 60,0,NO,,4092
TRAFFIC VIOLATION,EG74129     ,CITATION ISSUED,M,WHITE,41 - 50,03/08/2023,19:45:00,I 0264E / NEWBURG                                           ,5TH DIVISION,BEAT 4,M,BLACK,51 - 60,0,NO,,4093
TRAFFIC VIOLATION,EG74130     ,CITATION ISSUED,M,WHITE,41 - 50,03/09/2023,07:22:00,I 0065S / EXIT RAMP FROM I265                               ,7TH DIVISION,BEAT 4,F,WHITE,31 - 40,1,NO,,4094
TRAFFIC VIOLATION,EG74131     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,12:05:00,I 0264W / POPLAR LEVEL                                      ,6TH DIVISION,BEAT 1,M,ASIAN,16 - 19,0,NO,,4095
TRAFFIC VIOLATION,EG74132     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,12:55:00,I 0065N / GRADE LN                                          ,6TH DIVISION,BEAT 2,M,WHITE,41 - 50,1,NO,,4096
TRAFFIC VIOLATION,EG74133     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,13:04:00,I 0065N / GRADE LN                                          ,6TH DIVISION,BEAT 2,F,BLACK,31 - 40,1,NO,,4097
TRAFFIC VIOLATION,EG74134     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,13:25:00,I 0264E / RIVER PARK                                        ,1ST DIVISION,BEAT 2,M,BLACK,31 - 40,0,NO,,4098
TRAFFIC VIOLATION,EG74135     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,13:38:00,I 0264E / DUMENIL                                           ,2ND DIVISION,BEAT 2,M,ASIAN,26 - 30,0,NO,,4099
TRAFFIC VIOLATION,EG74137     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,13:51:00,I 0264E / DIXIE                                             ,2ND DIVISION,BEAT 6,F,BLACK,31 - 40,3,NO,,4100
TRAFFIC VIOLATION,EG74138     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,14:13:00,I 0264E / BARDSTOWN                                         ,5TH DIVISION,BEAT 4,M,HISPANIC,26 - 30,2,NO,,4101
TRAFFIC VIOLATION,EG74139     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,14:20:00,I 0264E  /  TAYLORSVILLE                                    ,5TH DIVISION,BEAT 4,M,WHITE,31 - 40,0,NO,,4102
TRAFFIC VIOLATION,EG74140     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,14:31:00,I 0264W / NEWBURG                                           ,5TH DIVISION,BEAT 4,M,HISPANIC,20 - 25,0,NO,,4103
TRAFFIC VIOLATION,EG74141     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,14:38:00,I 0264W / NEWBURG                                           ,5TH DIVISION,BEAT 4,F,BLACK,26 - 30,2,NO,,4104
TRAFFIC VIOLATION,EG74142     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,14:48:00,I 0264W / NEWBURG                                           ,5TH DIVISION,BEAT 4,M,WHITE,31 - 40,0,NO,,4105
TRAFFIC VIOLATION,EG74143     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,14:55:00,I 0264W / POPLAR LEVEL                                      ,5TH DIVISION,BEAT 4,M,WHITE,20 - 25,0,NO,,4106
TRAFFIC VIOLATION,EG74144     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,15:19:00,I 0264W / DIXIE                                             ,2ND DIVISION,BEAT 6,F,BLACK,51 - 60,3,NO,,4107
TRAFFIC VIOLATION,EG74145     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,15:32:00,I 0264W / BELLS LN                                          ,2ND DIVISION,BEAT 6,F,WHITE,OVER 60,0,NO,,4108
TRAFFIC VIOLATION,EG74146     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,15:39:00,I 0264W @ 3.4 MM                                            ,2ND DIVISION,BEAT 4,M,BLACK,31 - 40,0,NO,,4109
TRAFFIC VIOLATION,EG74147     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,16:09:00,I 0264W / FREEDOM WAY                                       ,4TH DIVISION,BEAT 4,F,BLACK,20 - 25,1,NO,,4110
TRAFFIC VIOLATION,EG74148     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,17:35:00,I 0064W / 22MM                                              ,8TH DIVISION,BEAT 3,F,BLACK,41 - 50,0,NO,,4111
TRAFFIC VIOLATION,EG74149     ,CITATION ISSUED,M,WHITE,41 - 50,03/12/2023,18:36:00,I 0265S / BILLTOWN                                          ,7TH DIVISION,BEAT 2,F,WHITE,26 - 30,1,NO,,4112
TRAFFIC VIOLATION,EG74150     ,CITATION ISSUED,M,WHITE,41 - 50,03/13/2023,08:18:00,NATIONAL TPKE / OUTERLOOP                                   ,3RD DIVISION,BEAT 3,M,HISPANIC,20 - 25,0,NO,,4113
TRAFFIC VIOLATION,EG74182     ,CITATION ISSUED,M,WHITE,OVER 60,02/21/2023,13:41:00,2800 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,F,WHITE,41 - 50,1,NO,,4114
TRAFFIC VIOLATION,EG74190     ,CITATION ISSUED,M,WHITE,OVER 60,02/22/2023,09:12:00,2900 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,F,WHITE,OVER 60,0,NO,,4115
TRAFFIC VIOLATION,EG74200     ,CITATION ISSUED,M,WHITE,OVER 60,02/22/2023,09:31:00,3000 BLOCK  BLK TAYLORSVILLE RD,5TH DIVISION,BEAT 4,M,WHITE,41 - 50,0,NO,,4116
TRAFFIC VIOLATION,EG74245     ,CITATION ISSUED,M,HISPANIC,21 - 30,03/07/2023,00:47:00,BOLLING AVE/ S 22ND ST                                      ,2ND DIVISION,BEAT 5,M,BLACK,31 - 40,2,YES,4.0,4117
TRAFFIC VIOLATION,EG74262     ,CITATION ISSUED,M,WHITE,41 - 50,02/21/2023,05:36:00,6700 BLOCK  BARDSTOWN RD,7TH DIVISION,BEAT 1,M,WHITE,41 - 50,0,NO,,4118
TRAFFIC VIOLATION,EG74467     ,CITATION ISSUED,M,BLACK,51 - 60,02/10/2023,17:55:00,I 0264 W/B @ 20 MM                                          ,,,F,WHITE,OVER 60,1,NO,,4119
TRAFFIC VIOLATION,EG74519     ,CITATION ISSUED,M,WHITE,41 - 50,02/26/2023,19:48:00,I-265W @ 19 MM                                              ,7TH DIVISION,BEAT 2,M,BLACK,20 - 25,1,NO,,4120
TRAFFIC VIOLATION,EG74606     ,CITATION ISSUED,M,WHITE,21 - 30,02/09/2023,13:42:00,SHEPHERDSVILLE RD / RANGELAND RD                            ,6TH DIVISION,BEAT 4,M,WHITE,26 - 30,0,YES,4.0,4121
TRAFFIC VIOLATION,EG74707     ,CITATION ISSUED,M,WHITE,31 - 40,02/10/2023,02:40:00,DIXIE HWY/STEWART AVE                                       ,,,F,BLACK,20 - 25,0,NO,,4122
TRAFFIC VIOLATION,EG74735     ,CITATION ISSUED,M,WHITE,21 - 30,02/10/2023,00:09:00,ZORN AVE                                                    ,5TH DIVISION,BEAT 1,M,BLACK,31 - 40,0,NO,,4123
TRAFFIC VIOLATION,EG74960     ,CITATION ISSUED,M,WHITE,21 - 30,02/10/2023,04:54:00,OUTER LOOP                                                  ,7TH DIVISION,BEAT 6,M,WHITE,41 - 50,0,NO,,4124
TRAFFIC VIOLATION,EG75070     ,CITATION ISSUED,M,WHITE,41 - 50,02/21/2023,21:26:00,LEXINGTON RD                                                ,5TH DIVISION,BEAT 5,M,WHITE,20 - 25,0,NO,,4125
TRAFFIC VIOLATION,EG75071     ,CITATION ISSUED,M,WHITE,41 - 50,02/10/2023,02:51:00,I 0265 EAST 65                                              ,7TH DIVISION,BEAT 4,F,WHITE,20 - 25,0,NO,,4126
TRAFFIC VIOLATION,EG75075     ,CITATION ISSUED,M,WHITE,31 - 40,02/19/2023,01:33:00,GENE SNYDER FWY                                             ,3RD DIVISION,BEAT 3,M,BLACK,31 - 40,0,NO,,4127
TRAFFIC VIOLATION,EG75109     ,CITATION ISSUED,M,WHITE,41 - 50,02/10/2023,10:38:00,SHELBYVILLE RD                                              ,8TH DIVISION,BEAT 4,F,BLACK,OVER 60,0,NO,,4128
TRAFFIC VIOLATION,EG75113     ,CITATION ISSUED,M,WHITE,31 - 40,02/15/2023,04:39:00,PRESTON HWY                                                 ,7TH DIVISION,BEAT 6,M,BLACK,41 - 50,0,NO,,4129
TRAFFIC VIOLATION,EG75215     ,CITATION ISSUED,M,WHITE,41 - 50,02/10/2023,13:52:00,WHIPPS MILL RD                                              ,,,M,WHITE,20 - 25,0,NO,,4130
TRAFFIC VIOLATION,EG75217     ,CITATION ISSUED,M,WHITE,21 - 30,02/14/2023,23:04:00,TAYLOR / CLARA                                              ,4TH DIVISION,BEAT 4,M,HISPANIC,20 - 25,0,NO,,4131
TRAFFIC VIOLATION,EG75219     ,CITATION ISSUED,M,WHITE,41 - 50,02/14/2023,22:35:00,I 0264 @ 2.6                                                ,2ND DIVISION,BEAT 4,F,BLACK,16 - 19,0,NO,,4132
TRAFFIC VIOLATION,EG75508     ,CITATION ISSUED,M,WHITE,41 - 50,02/10/2023,14:01:00,WHIPPS MILL RD                                              ,,,F,WHITE,26 - 30,0,NO,,4133
TRAFFIC VIOLATION,EG75509     ,CITATION ISSUED,M,WHITE,31 - 40,02/10/2023,13:25:00,I-264WB @ MM 16                                             ,5TH DIVISION,BEAT 4,M,WHITE,31 - 40,0,NO,,4134
TRAFFIC VIOLATION,EG75511     ,CITATION ISSUED,M,BLACK,21 - 30,02/11/2023,17:39:00,RIVER RD/ E WITHERSPOON ST                                  ,1ST DIVISION,BEAT 4,M,WHITE,51 - 60,0,NO,,4135
TRAFFIC VIOLATION,EG75626     ,CITATION ISSUED,M,WHITE,31 - 40,02/15/2023,07:34:00,E BROADWAY                                                  ,1ST DIVISION,BEAT 5,M,WHITE,41 - 50,0,NO,,4136
TRAFFIC VIOLATION,EG75634     ,CITATION ISSUED,M,HISPANIC,31 - 40,03/06/2023,05:53:00,GRADE LN / PRESTON HWY S/B                                  ,6TH DIVISION,BEAT 2,M,WHITE,31 - 40,0,NO,,4137
TRAFFIC VIOLATION,EG75647     ,CITATION ISSUED,M,BLACK,21 - 30,02/11/2023,17:50:00,RIVER RD/ E WITHERSPOON ST                                  ,1ST DIVISION,BEAT 4,M,BLACK,31 - 40,2,NO,,4138
TRAFFIC VIOLATION,EG75652     ,CITATION ISSUED,M,WHITE,31 - 40,02/14/2023,18:53:00,I-264WB @ MM 18                                             ,6TH DIVISION,BEAT 5,M,HISPANIC,16 - 19,1,NO,,4139
TRAFFIC VIOLATION,EG75666     ,CITATION ISSUED,M,WHITE,21 - 30,02/14/2023,03:44:00,MELLWOOD AVE                                                ,5TH DIVISION,BEAT 1,M,WHITE,OVER 60,0,NO,,4140
TRAFFIC VIOLATION,EG75669     ,CITATION ISSUED,M,WHITE,31 - 40,02/14/2023,23:21:00,I-264EB @ MM 16                                             ,5TH DIVISION,BEAT 4,M,WHITE,51 - 60,0,NO,,4141
TRAFFIC VIOLATION,EG75736     ,CITATION ISSUED,M,WHITE,41 - 50,02/10/2023,14:23:00,WHIPPS MILL RD                                              ,,,M,HISPANIC,20 - 25,0,NO,,4142
TRAFFIC VIOLATION,EG75950     ,CITATION ISSUED,M,WHITE,31 - 40,02/14/2023,23:48:00,I-264WB @ MM 18                                             ,6TH DIVISION,BEAT 5,M,BLACK,51 - 60,0,NO,,4143
TRAFFIC VIOLATION,EG75951     ,CITATION ISSUED,M,WHITE,31 - 40,02/12/2023,21:39:00,BARDSTOWN RD / COLONEL HANCOCK DR                           ,7TH DIVISION,BEAT 2,M,WHITE,20 - 25,0,NO,,4144
TRAFFIC VIOLATION,EG75952     ,CITATION ISSUED,M,WHITE,31 - 40,02/23/2023,03:32:00,S CRUMS LN                                                  ,2ND DIVISION,BEAT 6,F,WHITE,31 - 40,0,NO,,4145
TRAFFIC VIOLATION,EG75953     ,CITATION ISSUED,M,BLACK,21 - 30,02/11/2023,18:02:00,RIVER RD/ E WITHERSPOON ST                                  ,1ST DIVISION,BEAT 4,M,WHITE,16 - 19,2,NO,,4146
TRAFFIC VIOLATION,EG75958     ,CITATION ISSUED,M,WHITE,31 - 40,02/12/2023,22:02:00,BARDSTOWN RD / OLD BARDSTOWN RD                             ,7TH DIVISION,BEAT 2,F,WHITE,OVER 60,0,NO,,4147
TRAFFIC VIOLATION,EG75960     ,CITATION ISSUED,M,WHITE,31 - 40,02/19/2023,02:17:00,HOLIDAY TOWERS BLVD                                         ,7TH DIVISION,BEAT 6,F,BLACK,20 - 25,0,NO,,4148
TRAFFIC VIOLATION,EG75962     ,CITATION ISSUED,M,WHITE,41 - 50,02/10/2023,14:43:00,WHIPPS MILL RD                                              ,,,M,BLACK,31 - 40,0,NO,,4149
TRAFFIC VIOLATION,EG75963     ,CITATION ISSUED,M,WHITE,31 - 40,02/15/2023,00:06:00,I-264WB @ MM 16                                             ,5TH DIVISION,BEAT 4,M,BLACK,26 - 30,0,NO,,4150
TRAFFIC VIOLATION,EG75966     ,CITATION ISSUED,M,WHITE,31 - 40,02/13/2023,04:03:00,BARDSTOWN RD / CEDAR SPRINGS BLVD                           ,7TH DIVISION,BEAT 1,M,WHITE,20 - 25,0,NO,,4151
TRAFFIC VIOLATION,EG75967     ,CITATION ISSUED,M,WHITE,31 - 40,02/13/2023,04:50:00,BARDSTOWN RD / FAIRMOUNT RD                                 ,7TH DIVISION,BEAT 2,M,WHITE,31 - 40,0,NO,,4152
TRAFFIC VIOLATION,EG75975     ,CITATION ISSUED,M,WHITE,31 - 40,02/14/2023,01:43:00,MCCAWLEY RD / EGYPT LN                                      ,7TH DIVISION,BEAT 5,M,BLACK,20 - 25,0,NO,,4153
